X,bin_1,bin_10,bin_100,bin_101,bin_102,bin_103,bin_104,bin_105,bin_106,bin_107,bin_108,bin_109,bin_11,bin_110,bin_111,bin_112,bin_113,bin_114,bin_115,bin_116,bin_117,bin_118,bin_119,bin_12,bin_120,bin_122,bin_123,bin_124,bin_125,bin_126,bin_127,bin_128,bin_129,bin_13,bin_130,bin_132,bin_133,bin_134,bin_135,bin_136,bin_137,bin_138,bin_139,bin_14,bin_140,bin_141,bin_142,bin_143,bin_144,bin_145,bin_146,bin_147,bin_148,bin_149,bin_15,bin_150,bin_151,bin_152,bin_153,bin_154,bin_155,bin_156,bin_157,bin_158,bin_159,bin_16,bin_160,bin_161,bin_162,bin_163,bin_164,bin_165,bin_166,bin_167,bin_168,bin_169,bin_17,bin_170,bin_171,bin_172,bin_173,bin_174,bin_175,bin_176,bin_177,bin_178,bin_179,bin_18,bin_180,bin_181,bin_182,bin_183,bin_184,bin_185,bin_186,bin_187,bin_188,bin_189,bin_19,bin_190,bin_191,bin_192,bin_193,bin_194,bin_195,bin_196,bin_197,bin_198,bin_2,bin_20,bin_200,bin_201,bin_202,bin_203,bin_204,bin_205,bin_206,bin_207,bin_208,bin_209,bin_21,bin_210,bin_211,bin_212,bin_213,bin_214,bin_215,bin_217,bin_219,bin_22,bin_220,bin_221,bin_222,bin_223,bin_224,bin_225,bin_226,bin_227,bin_228,bin_229,bin_23,bin_230,bin_231,bin_232,bin_233,bin_234,bin_235,bin_236,bin_237,bin_238,bin_24,bin_240,bin_241,bin_242,bin_243,bin_244,bin_246,bin_247,bin_248,bin_249,bin_25,bin_250,bin_251,bin_252,bin_253,bin_254,bin_255,bin_256,bin_257,bin_258,bin_259,bin_26,bin_260,bin_261,bin_262,bin_263,bin_264,bin_265,bin_266,bin_267,bin_268,bin_269,bin_27,bin_270,bin_271,bin_272,bin_273,bin_274,bin_275,bin_276,bin_277,bin_278,bin_279,bin_28,bin_280,bin_281,bin_282,bin_283,bin_284,bin_285,bin_286,bin_287,bin_289,bin_29,bin_290,bin_291,bin_292,bin_293,bin_294,bin_295,bin_296,bin_297,bin_298,bin_299,bin_3,bin_300,bin_301,bin_302,bin_303,bin_304,bin_305,bin_306,bin_307,bin_308,bin_309,bin_31,bin_310,bin_311,bin_312,bin_313,bin_314,bin_315,bin_316,bin_317,bin_318,bin_319,bin_32,bin_320,bin_321,bin_322,bin_323,bin_324,bin_325,bin_326,bin_327,bin_328,bin_329,bin_33,bin_330,bin_331,bin_332,bin_333,bin_334,bin_335,bin_336,bin_337,bin_339,bin_34,bin_340,bin_341,bin_342,bin_343,bin_344,bin_345,bin_346,bin_347,bin_348,bin_349,bin_35,bin_350,bin_351,bin_352,bin_353,bin_354,bin_355,bin_356,bin_357,bin_358,bin_359,bin_36,bin_360,bin_361,bin_362,bin_364,bin_365,bin_366,bin_367,bin_368,bin_369,bin_37,bin_370,bin_371,bin_372,bin_373,bin_374,bin_375,bin_376,bin_377,bin_378,bin_379,bin_38,bin_380,bin_381,bin_382,bin_384,bin_385,bin_386,bin_387,bin_389,bin_39,bin_390,bin_391,bin_392,bin_393,bin_394,bin_395,bin_396,bin_397,bin_398,bin_399,bin_4,bin_40,bin_400,bin_401,bin_402,bin_403,bin_404,bin_405,bin_406,bin_407,bin_41,bin_42,bin_43,bin_45,bin_46,bin_47,bin_49,bin_5,bin_50,bin_51,bin_52,bin_54,bin_55,bin_56,bin_57,bin_58,bin_59,bin_6,bin_60,bin_61,bin_62,bin_63,bin_64,bin_65,bin_66,bin_68,bin_69,bin_7,bin_70,bin_71,bin_72,bin_73,bin_74,bin_75,bin_76,bin_77,bin_78,bin_79,bin_8,bin_80,bin_81,bin_82,bin_83,bin_84,bin_85,bin_86,bin_87,bin_88,bin_89,bin_9,bin_90,bin_91,bin_92,bin_93,bin_94,bin_95,bin_96,bin_97,bin_98,bin_99
iron_aquisition-siderophore_transport,3.779527559,2.904443799,5.78778135,2.956194571,1.514004542,2.559726962,7.01754386,0,2.400960384,2.340702211,3.921568627,1.902949572,8.153137185,5.444646098,3.359932801,1.168679392,3.912127596,1.236093943,6.981740064,9.200690052,5.958640028,6.66888963,4.068716094,5.369551485,4.140786749,6.833036245,5.191434134,2.569750367,5.954912803,5.458515284,7.088331516,6.735751295,1.064962726,5.356017643,1.450326323,8.210645527,8.549096238,6.589268905,5.63502384,8.006405124,3.121748179,0,3.222836096,8.606777838,0,2.292526364,0.455580866,6.060606061,5.160339108,1.453065969,9.3708166,11.27596439,2.204261572,1.920614597,2.597402597,1.48456057,0.537778973,4.178272981,5.227181343,1.718213058,4.806151874,4.299919377,1.62022035,3.832752613,4.535147392,7.912687585,1.250781739,5.363036304,2.243158367,3.294892916,5.280844935,2.870813397,4.081632653,6.186204763,0.978792822,4.317789292,1.158077591,6.628003314,2.649006623,0.558035714,0.792707095,4.822182037,1.684919966,1.230390649,1.877346683,1.360544218,4.652708541,5.747126437,6.666666667,7.547169811,8.132956153,6.923837784,2.8,3.951007507,6.542426646,3.971208737,1.128031585,4.550625711,13.25648415,3.358208955,20.03816794,4.290171607,2.616659398,3.909304144,6.086645184,0,8.506113769,4.172989378,0,2.169197397,8.449004225,2.699460108,3.357582541,8.895866039,5.054759899,1.218274112,0,0,1.322751323,1.712328767,4.595315743,0,1.314924392,6.824568446,7.482394366,1.84774575,4.966300106,3.184713376,12.38995761,1.70998632,7.534533278,4.21111735,2.720677146,0,1.249479384,3.2,1.470588235,5.272407733,4.237288136,0,4.729148753,8.767405879,1.652209831,0,6.010171059,3.50140056,5.710850616,4.427792916,1.033591731,4.979628791,19.9556541,2.070393375,2.512562814,5.118110236,3.691171947,1.215362178,3.93081761,5.997474747,3.497522588,3.395585739,0.862440707,0.407331976,0.947567909,2.316155182,0,5.777961205,7.919966653,4.124365482,7.567939456,8.812421318,2.383790226,7.360157017,4.861744151,6.338665862,1.228501229,2.375296912,3.477795613,6.325110689,4.709576138,2.647503782,2.679767753,4.405286344,2.234993614,2.807411567,6.952491309,4.842970355,1.360544218,1.040582726,6.78623364,4.263786242,3.336113428,1.622718053,4.979253112,3.740065451,5.361930295,3.346346905,7.213114754,5.637583893,2.314814815,2.187226597,3.25732899,3.139717425,4.664723032,0.697836706,1.482579689,0,2.355157796,7.086285952,1.623376623,1.315789474,0,3.837953092,0.933271115,5.241700641,0.949216896,6.695549429,7.532122286,0,3.276539974,6.403774857,0,5.466970387,1.2292563,5.229517722,6.176016469,3.839262862,5.190760446,8.680555556,3.466750709,4.987531172,3.887269193,1.684717208,0.728332119,1.674691229,7.107709131,4.248366013,2.614689803,6.756756757,1.22624157,6.041426928,0,0.769230769,7.23025584,7.520971941,3.773584906,6.697215368,1.609010459,8.287292818,2.1484375,4.964766176,5.681818182,0.506329114,4.166666667,6.777108434,4.43989071,1.746724891,5.955334988,6.578947368,1.319261214,4.95049505,0,5.850396991,3.706449222,0,0,1.463057791,6.159260889,1.01010101,3.717472119,7.988721805,1.413760603,2.277904328,1.308557969,2.90866783,3.899721448,3.355704698,3.209876543,5.562827225,5.257623554,6.132989025,2.17155266,8.027522936,3.464203233,5.108556833,6.650041563,2.659574468,7.243460765,3.129890454,4.703476483,9.411764706,1.831501832,8.873114463,9.708737864,2.862985685,0,5.666792595,5.774278215,3.350083752,2.931691586,3.191065018,9.76880495,7.124895222,8.084074373,3.719776813,10.95993953,4.809470958,0.933706816,0.419727177,1.940491591,2.017484869,2.064693737,3.66094058,7.468879668,1.546391753,0,7.003317361,4.796929965,3.129890454,1.46627566,0,3.054367746,1.086956522,3.109882516,1.825483753,2.462296091,10.5,0.499001996,1.764187004,2.032520325,2.063451122,6.527947776,3.608247423,2.379064235,3.06591722,3.856041131,3.74732334,6.783719074,3.044802088,5.37084399,3.705419176,5.060334761,8.597108245,0.709052234,1.735508504,4.64617584,3.520093869,2.063983488,7.199424046,5.328596803,5.34591195,1.908396947,1.199040767,2.478314746,1.121076233,6.780870807,1.044204664,1.339584729,3.190640787,0,6.758659533,3.437607425,0,4.886988393,5.582137161,2.656042497,10.69855255,1.347708895,0,2.753556677,4.372687521,3.438789546,2.556237219,3.557136505,5.362776025,6.383948928,1.448750453,2.888980603,4.731861199,1.373626374,3.02053967,6.364359586,0,2.096436059,1.965280052,6.194690265,4.62962963,8.628731343,7.085714286,6.374840629,0
iron_gene_regulation,0.94488189,3.485332559,0,1.612469766,1.135503407,0.853242321,4.465709729,2.169197397,0.400160064,0.78023407,0.261437908,1.58579131,0.354484225,0,0.4199916,0.389559797,0,0.618046972,2.148227712,1.150086256,1.051524711,1.333777926,0,0.947567909,0,7.130124777,0,1.468428781,2.126754573,0,0.817884406,0.518134715,1.064962726,0,0.966884216,2.831257078,1.465559355,0.62754942,0.866926745,0.400320256,0.780437045,1.251172975,0.460405157,0.537923615,0.461893764,0.917010546,1.366742597,0,2.580169554,0.581226388,0.669344043,0,0.244917952,1.600512164,0,2.375296912,1.075557946,1.39275766,0,1.718213058,0.64082025,0.268744961,0.64808814,0.348432056,0.251952633,0.818553888,0.625390869,0,0.448631673,0.549148819,1.440230437,0.4784689,0,0.927930715,0.978792822,0.575705239,0,0.276166805,0.264900662,0,0,1.205545509,1.684919966,0,2.190237797,1.814058957,0.997008973,0.78369906,1.904761905,0,0.707213579,0.329706561,1.2,1.185302252,0.594766059,0.744601638,1.128031585,2.275312856,1.152737752,1.865671642,1.43129771,0,0.872219799,0.781860829,0,1.798561151,0.531632111,0.379362671,1.013171226,0,0.301750151,0,1.11919418,0.523286238,0.842459983,0.609137056,0.78125,0.262881178,0,0.570776256,1.630595909,1.055966209,0.657462196,0.401445203,0.88028169,1.10864745,1.773678609,1.27388535,0.326051516,2.051983584,0.837170364,0.280741157,0.604594921,1.117942985,0.416493128,0,0.490196078,0.878734622,0.605326877,0,1.719690456,0.515729758,0,0.480538203,0.462320851,1.400560224,0.901713255,1.36239782,1.033591731,0,0.554323725,1.035196687,1.675041876,0.393700787,0.615195325,0,2.096436059,0.946969697,0.582920431,0,0,2.036659878,1.263423879,0.579038796,0,0,0.8336807,0.634517766,0,0.839278221,0,1.472031403,2.127013066,0,1.228501229,2.375296912,0.535045479,0.210837023,0.523286238,1.512859304,0.893255918,1.101321586,1.277139208,0.561482313,0.579374276,0.880540065,0.272108844,0,1.938923897,0.568504832,1.668056714,0.270453009,0.553250346,2.337540907,0.335120643,0,0.655737705,2.416107383,1.157407407,0,1.302931596,1.177394035,0.583090379,0.697836706,0.741289844,0.51894136,0.942063118,0,0,0.986842105,1.048218029,0.852878465,0.933271115,1.164822365,0,1.575423395,0.443066017,0.788643533,0.655307995,0.337040782,2.442996743,0,0.61462815,0,0.772002059,2.559508574,1.557228134,0.578703704,0.945477466,1.662510391,0.971817298,0,1.092498179,0.628009211,1.093493712,1.307189542,0.713097219,0.79491256,0,0.287686997,0,0,1.112347052,1.735608909,0.754716981,0.704970039,1.072673639,1.841620626,0.5859375,0.960922486,0.334224599,0.506329114,0,0.376506024,1.366120219,1.455604076,0,1.315789474,0,1.237623762,0,0.835770999,0.741289844,0.74906367,0.615763547,0.731528895,1.319841619,2.02020202,0.675904022,0,0.942507069,0.455580866,0.523423188,0.581733566,0,1.220256254,1.234567901,0.654450262,2.628811777,0.645577792,1.08577633,0.382262997,1.732101617,1.277139208,0.415627598,0.332446809,2.012072435,0,0.408997955,0.588235294,0.732600733,0.443655723,0.606796117,0.81799591,0.434404865,0.377786173,1.049868766,1.116694584,0.879507476,0,0.976880495,0,0.808407437,1.239925604,1.133786848,0,1.244942421,0,1.293661061,2.353732347,1.720578114,0.704027035,1.244813278,1.546391753,1.022494888,1.105786952,0.959385993,0.521648409,0.244379277,0,0.610873549,0.543478261,1.382170007,0.365096751,0.923361034,0.5,0,0.882093502,0.677506775,0.773794171,0.407996736,0.515463918,0,0,0,1.070663812,0.399042298,0,6.393861893,1.389532191,0.38925652,1.172332943,1.181753723,0.694203402,1.072194425,0.293341156,1.031991744,0,0.710479574,1.572327044,0.272628135,0.799360512,2.065262288,0.560538117,3.925767309,0.348068221,1.339584729,0.797660197,1.098901099,0.563221628,0.343760743,0,0.610873549,0.398724083,0,0.629326621,2.021563342,0.597371565,0.458926113,1.009081736,0.343878955,1.022494888,0.666963095,0.630914826,0.455996352,1.810938066,0,0.94637224,1.03021978,1.208215868,0.397772474,0,0.69881202,1.310186702,0,0,0,1.142857143,0.424989375,0
iron_oxidation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.601865784,0,0,0,0.350508237,0.333444481,0,0,0.414078675,0.297088532,0,0,0,0,0.272628135,0,0,0,0,0,0.244259893,0,0,1.200960769,0,0,0,0.537923615,0.461893764,0.458505273,0,0,0,0.290613194,0,0,0.244917952,0,0,0,0.268889486,0,0,0,0.320410125,0,0,0.348432056,0,0,0,0.412541254,0,0,0.480076812,0.4784689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.332336324,0,0.476190476,0.314465409,0,0,0,0,0.198255353,0.496401092,0,0,0,0,0,0,0,0.521240553,0,0,0,0,0,0,0,0,0,0,0,0.203045685,0,0,0,0,0.148235992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.266666667,0,0,0,0,0,0.515729758,0,0.480538203,0,0,0,0.340599455,0,0.452693526,0,0,0,0,0,0.243072436,0,0.315656566,0,0,0.431220354,0,0.31585597,0,0,0,0.8336807,0,0,0,0,0,0,0.603682463,0,0,0,0,0,0,0,0.220264317,0,0.561482313,0,0,0,0,0.484730974,0,0,0.135226504,0,0,0,0,0,0,0,0,0,0,0.29154519,0,0,0,0,0,0.324675325,0,0,0,0,0,0.474608448,0,0,0,0,0,0,0,0,0.290528762,0,0,0.259538022,0,0.315159155,0,0,0.240673887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1953125,0.320307495,0,0,0.694444444,0,0,0,0.496277916,0,0,0,0,0.417885499,0,0,0,0,0,0,0,0.469924812,0,0,0,0,0,0,0,0,0,0.322788896,0,0.764525994,0,0,0.831255195,0,0,0,0.204498978,0,0,0,0,0.408997955,0,0,0,0,0.293169159,0,0,1.257334451,0,0,0.377928949,0,0.622471211,0,0,0,0,0.140805407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.407996736,0,0,0,0,0,1.197126895,0,0.255754476,0,0,0.781555295,0,0,0.357398142,0.293341156,0,0.719942405,0,0,0,0,0,0,0,0,0,0,0,0.281610814,0.687521485,0,0,0.797448166,0,0,0,0,0,0,0.343878955,0,0.222321032,0,1.367989056,0,0.412711515,0,0,0,0,0,0,0,0,0,0,0,0.849978751,0
possible_iron_oxidation_and_possible_iron_reduction,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.904159132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.64082025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.905387053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.634517766,0,0,0,0,0,0,0,0,0,0,0,0,0,0.440528634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.581057525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.831255195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.815993472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
probable_iron_reduction,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.64082025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.839278221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.544217687,0,0,0,0,0.811359026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.515862781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.586682312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
iron_reduction,0.94488189,1.16177752,0,0,0,0,0,0,0,0,0,0,2.126905353,0,1.259974801,0,0,0,0,0,1.051524711,0,0,0,0,0,0.324464633,0,0,0,0,3.626943005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.045296167,0,0,0,0,0,0,0,1.435406699,0,0.618620476,0,0,0,0,0,0,0,0,0,0,0,0,0.997008973,0,0,0,0,0,0,1.975503753,0.793021412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.444707975,0,0,0,0,0,1.064207166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.230390649,0,0,0,0,0,0,0,0,0,0,0,0,0.317258883,1.031991744,0,0,0,1.823154057,0,0,0,0.267522739,0.843348092,1.569858713,0,0,0.660792952,0,0,1.738122827,0.440270032,1.088435374,0,0,0,0,0,1.659751037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.985074627,0,0,0,0,0,0,0,1.011122346,0,0,0,0,0.514668039,0,0,0,0,0,2.915451895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.320307495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.644646925,0,1.163467132,0,0,0,0,3.680336488,0.645577792,0,0,0,1.702852278,0,0,0,0,0.408997955,0,0,0,0,0,0,0,1.57480315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.281610814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.773794171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.072194425,0,0,0,0,2.201257862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.917852226,3.699966364,1.031636864,0,0,0,0.911992704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
iron_storage,0.62992126,0,0.643086817,1.074979844,0.378501136,1.706484642,0.637958533,0,2.00080032,0.520156047,0.522875817,0.317158262,0.354484225,0.725952813,0.8399832,1.55823919,0.300932892,0.618046972,0.537056928,0.575043128,0.701016474,0,0.904159132,0.631711939,0.414078675,0.297088532,0.648929267,2.569750367,1.701403658,0.545851528,0.817884406,1.03626943,0,0.315059861,0.241721054,1.132502831,0.488519785,0.941324129,0.866926745,0.400320256,0.520291363,0,0,0.537923615,0.461893764,1.834021091,0.455580866,1.069518717,0.368595651,0,1.338688086,0.59347181,0.244917952,0.320102433,0.865800866,0.593824228,0.268889486,0.928505107,0.402090873,0.572737686,0,0.537489922,2.26830849,0.696864111,0,1.36425648,0,0.412541254,0.448631673,0.549148819,0.960153625,0.4784689,1.166180758,1.237240953,0.652528548,0.575705239,0.579038796,1.104667219,0.264900662,0,0.792707095,0.301386377,0.561639989,0.615195325,0.625782228,1.360544218,0.664672649,0.26123302,1.904761905,1.572327044,1.768033946,0.989119683,0.4,1.185302252,0.396510706,1.24100273,1.692047377,1.137656428,0.576368876,1.492537313,0.477099237,0.390015601,1.308329699,0.521240553,0.358037952,0,0.531632111,0.758725341,0,0.433839479,0.603500302,0.299940012,0.55959709,0.523286238,0.561639989,0.203045685,0,0.262881178,0.661375661,0.570776256,0.296471983,0,0,0.802890405,1.76056338,0.36954915,1.064207166,0.636942675,0.652103032,0.683994528,1.674340728,0.561482313,0.906892382,0.558971492,0.416493128,0.266666667,0.490196078,0.878734622,0.605326877,1.028806584,0.859845228,0.515729758,0.413052458,0,0.924641701,1.400560224,0.300571085,0.68119891,0.516795866,0.452693526,0.554323725,0.776397516,0.418760469,1.57480315,0.615195325,0.243072436,0,1.262626263,0.582920431,0,0,0.407331976,0.631711939,0.579038796,1.657000829,0.825423029,0,0.95177665,0.687994496,0.839278221,0,3.434739941,0,0.603682463,1.228501229,0.593824228,0.535045479,0.421674046,1.046572475,0.378214826,0,0.440528634,0,1.122964627,1.158748552,0.293513355,0,0.346860909,1.938923897,0.852757248,0.834028357,0.540906018,0.553250346,0.467508181,0.670241287,1.115448968,0.983606557,0,0.578703704,0.874890639,0.651465798,0.392464678,0.583090379,0.697836706,0.555967383,0.51894136,0.471031559,0,0.974025974,0.986842105,0,0.852878465,0.466635558,0.582411182,0.474608448,1.181567546,1.772264067,0.788643533,0.655307995,0.674081564,0.814332248,1.366742597,0,0.871586287,1.544004117,0.255950857,0.778614067,0.578703704,2.206114088,0,0.485908649,0.240673887,0.36416606,0.418672807,0.820120284,0.980392157,0.475398146,0.79491256,0.613120785,1.438434983,0.414765657,0.769230769,0.834260289,0.578536303,3.018867925,1.057455058,0.26816841,0.460405157,0.1953125,0,0.668449198,0.506329114,0,0.376506024,0.341530055,0.873362445,0,0.877192982,0,0,0,0.417885499,0.741289844,0.49937578,1.231527094,0,3.079630444,1.01010101,1.013856032,0.939849624,0.471253534,0.455580866,0.261711594,0.581733566,0.557103064,0.91519219,0.740740741,0.654450262,1.051524711,0.322788896,0,0.382262997,1.154734411,1.702852278,0.415627598,0.664893617,0.402414487,1.564945227,0,1.176470588,0,0.887311446,1.82038835,1.226993865,1.737619461,0.755572346,0.524934383,0.558347292,0.293169159,0.997207818,1.302507327,0.838222967,0.808407437,0.619962802,1.511715797,0.739918609,0.622471211,0.209863589,0,0.336247478,0.344115623,0.422416221,0.829875519,0,1.022494888,0,0.639590662,1.043296818,0.488758553,1.514386673,0,0.543478261,0.345542502,0.365096751,0.923361034,1,0.748502994,0.294031167,0,0.25793139,0,1.030927835,0,0.510986203,0.257069409,0.267665953,0.399042298,0.869943454,0.255754476,0.463177397,1.16776956,0.390777648,0,0.347101701,0.714796283,0.293341156,0,0.719942405,1.065719361,0.314465409,0.54525627,0.799360512,0.826104915,1.121076233,0.713775874,0.348068221,0,0.531773465,0,1.126443255,0,0.555864369,0.610873549,0.797448166,1.992031873,0.629326621,0.336927224,0.597371565,0.458926113,1.009081736,1.031636864,0.511247444,0,0.315457413,0.455996352,0.724375226,0.412711515,0.94637224,0.343406593,0.201369311,0.397772474,2.973240833,0.69881202,1.310186702,0.442477876,0.420875421,0.699626866,0.685714286,0,0
magnetosome_formation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0