"bin.taxa.name","bins","kingdom","phylum","class","order","family","genus","species","DCO_LLO_Bv4v5..QHF2_QH170212_2","DCO_LLO_Bv4v5..QHS2_QH170213_2","DCO_LLO_Bv4v5..BQS_BQ170220","DCO_LLO_Bv4v5..SIF_SI170217","DCO_LLO_Bv4v5..ESF9_ES_F9","DCO_LLO_Bv4v5..SIS_SI170217","DCO_LLO_Bv4v5..EPF_EP170215","DCO_LLO_Bv4v5..RSS_RS170216","DCO_LLO_Bv4v5..RSF_RS170216","DCO_LLO_Bv4v5..EPS_EP170215","DCO_LLO_Bv4v5..SLS_SL170214_S","DCO_LLO_Bv4v5..BRS1_BR170218_1","DCO_LLO_Bv4v5..BRS2_BR170218_2","DCO_LLO_Bv4v5..FAS_FA170219","DCO_LLO_Bv4v5..BRF1_BR170218_1","DCO_LLO_Bv4v5..BRF2_BR170218_2","DCO_LLO_Bv4v5..MTF_MT170219","DCO_LLO_Bv4v5..CYF_CY170214","DCO_LLO_Bv4v5..SLF_SL170214","DCO_LLO_Bv4v5..BQF_BQ170220","DCO_LLO_Bv4v5..QNF_QN170220","DCO_LLO_Bv4v5..QNS_QN170220","DCO_LLO_Bv4v5..CYS_CY170214","DCO_LLO_Bv4v5..ETS_ET170220","DCO_LLO_Bv4v5..RVF_RV170221","DCO_LLO_Bv4v5..TCF_TC170221","DCO_LLO_Bv4v5..TCS_TC170221_2","cluster"
"bin_76, Bacteria, Bipolaricaulota, Bipolaricaulia, Bipolaricaulales, Bipolaricaulaceae","bin_76","Bacteria","Bipolaricaulota","Bipolaricaulia","Bipolaricaulales","Bipolaricaulaceae","","",0,0,0,0,0,0.030318753,0,0.034531108,0.08188201,0,42.48471102,0,0,0.09543119,0,0.041383744,1.285027383,0.111654315,4.432719966,0,0.03605724,0,0.102510676,0.050227971,0,3.184404369,0.211056024,2
"bin_35, Bacteria, Desulfobacterota, BSN033, BSN033, UBA1163","bin_35","Bacteria","Desulfobacterota","BSN033","BSN033","UBA1163","","",0,0,0,0,0,0.043271559,0.051349495,0.049501651,0.149898904,0.039928457,3.873473253,0.085287515,12.89074965,2.17958925,0.067504076,3.770667969,0.228135466,0,0.103547591,0,0,0,0,0,0,0,0,2
"bin_352, Bacteria, Bacteroidota, UBA10030, UBA10030","bin_352","Bacteria","Bacteroidota","UBA10030","UBA10030","","","",0,0,0,0,0,0,0,0,0.04313629,0,0,0,0,0.058728199,0,0,6.669644019,0,0,0,0.031506295,0,0,0,21.17724858,0.063514028,0.068133888,2
"bin_123, Bacteria, Acidobacteriota, Mor1, Mor1","bin_123","Bacteria","Acidobacteriota","Mor1","Mor1","","","",0,0,0,0.032134966,0.0845369,0.08188769,0.127513963,0.205246456,0.305925923,0.150891118,0.28132702,0.148403376,13.24708674,1.63595088,0.403949019,0.500444844,0.161948755,0.050072919,1.041888184,0,0.371682147,0.140046296,0.867139394,0.446859508,0.088235154,0.447286851,0.068132926,2
"bin_178, Bacteria, Chloroflexota, Anaerolineae, Thermoflexales","bin_178","Bacteria","Chloroflexota","Anaerolineae","Thermoflexales","","","",0,0,0.063711227,0,0.032669759,0.032236664,0.041847842,0.074614437,0.138940169,0.032172886,0.062308163,0,0.103382562,0.071538317,0.039106264,0.033300233,0.053762267,0.090113038,0.152178927,0,0.055212068,0,0.077691891,0.054547399,0.192603564,12.87367702,32.85977683,2
"bin_401, Bacteria, Chloroflexota, Dehalococcoidia, SM23~28~2","bin_401","Bacteria","Chloroflexota","Dehalococcoidia","SM23~28~2","","","",0,0,0,0.049706569,0.117230248,0.102586476,0.138353061,0.227990181,0.482551587,0.154438374,0.078588241,0.150451436,0.225520545,0.234144093,0.141671875,0.108015755,0.199444227,0.140041193,0.849825086,0,0.485421412,0.108861419,0.948433721,30.71695212,0.134275671,0.526037692,0.06321711,2
"bin_68, Bacteria, Chloroflexota, Dehalococcoidia, UBA2991, UBA2991, G233","bin_68","Bacteria","Chloroflexota","Dehalococcoidia","UBA2991","UBA2991","G233","",0,0,0,0.047286943,0.101634994,0.08179631,0.092185633,0.192191705,0.351047,0.108595464,0.094439426,0.240692772,0.530222058,0.828529976,0.325679355,0.093461914,1.958640209,0.925913443,1.206153162,0,0.402429752,0.100286481,1.17232408,36.35775544,0.191181443,2.468230423,0.147556154,2
"bin_339, Bacteria, NitrospirotaA, Leptospirillia, Leptospirillales, Leptospirillaceae, Leptospirillum","bin_339","Bacteria","NitrospirotaA","Leptospirillia","Leptospirillales","Leptospirillaceae","Leptospirillum","",0,0,0.036907459,0,0,0,0,0,0.033007785,0,0,0,0,0,0,0,0.043610469,0,0,0,0.040543697,0,0.045555818,0,0,0.048076063,0,2
"bin_148, Bacteria, Methylomirabilota, Methylomirabilia, Rokubacteriales, GWA2~73~35, 40CM~68~15","bin_148","Bacteria","Methylomirabilota","Methylomirabilia","Rokubacteriales","GWA2~73~35","40CM~68~15","",0,0,0.036460505,0.125894459,0.25311902,0.165406138,0.258152334,0.442018905,0.734661526,0.371006029,2.386102272,0.512721766,4.06628174,0.801722857,0.884488462,0.397893476,2.784094336,0.111868479,2.57468825,0,1.250544083,0.619046504,213.4061594,2.334786731,0.309152642,0.873617285,0.133050681,2
"bin_3, Bacteria, FirmicutesE, Thermaerobacteria, Thermaerobacterales","bin_3","Bacteria","FirmicutesE","Thermaerobacteria","Thermaerobacterales","","","",0,0,0,0.07010249,0.162794912,0.1274066,0.203224183,0.226795807,0.453538878,0.18493217,0.272602181,1.398487323,0.216401492,0.259472035,3.642783508,0.214218472,0.208566363,64.09910329,0.869422407,0,0.363774257,0.118843842,0.897771689,0.306884994,0.105057533,0.440766136,0.065054822,2
"bin_404, Bacteria, Chloroflexota","bin_404","Bacteria","Chloroflexota","","","","","",0,0,0,0,0.048669279,0.064853765,0.077236966,0.102669885,0.200027923,0.062495822,0.06953252,0.050518095,10.18156059,3.812403161,0.068066026,3.803879174,0.115724158,0.047249111,0.27328329,0,0.153206216,0.049737762,0.268830609,0.204985275,0.052025475,0.152009413,0.043923517,2
"bin_236, Bacteria, Gemmatimonadota, Gemmatimonadetes, Gemmatimonadales, GWC2~71~9","bin_236","Bacteria","Gemmatimonadota","Gemmatimonadetes","Gemmatimonadales","GWC2~71~9","","",0,0,0,0.061108673,0.106027319,0.075968892,0.096555694,0.193011669,0.289162928,0.124619787,0.150648768,0.051854992,10.12819499,0.108841953,0.180768833,0.723823077,0.111076641,0.033347043,0.824841974,0,0.369173172,0.142010729,15.3521737,0.418063834,0.121536336,0.742096756,0.125019529,2
"bin_40, Bacteria, FirmicutesE, Thermaerobacteria, Thermaerobacterales","bin_40","Bacteria","FirmicutesE","Thermaerobacteria","Thermaerobacterales","","","",0,0,0,0.065340546,0.083990788,0.072821524,0.137403994,0.200807888,0.297369517,0.163166664,0.073164252,3.294752259,0.139205269,0.13079299,28.16213744,0.236908617,0.12936954,0.548318504,0.494239236,0,0.283133898,0.084814828,0.522925687,0.261065363,0.070424584,0.34473703,0.065991386,2
"bin_2, Archaea, Nanoarchaeota, Woesearchaeia, ARS49, 1~14~0~10~37~12","bin_2","Archaea","Nanoarchaeota","Woesearchaeia","ARS49","1~14~0~10~37~12","","",0,0,0,0,0,0,0.037722617,0,0,0,0.602086652,0,0,37.02148875,0,0.189885734,0,0.160427769,0.077387987,0,0.041999599,0,0.065970246,0.032861248,0,0.05851789,0,2
"bin_93, Bacteria, Chloroflexota, Anaerolineae","bin_93","Bacteria","Chloroflexota","Anaerolineae","","","","",0,0,0,0,0,0.051374506,0.047103822,0.051495885,0.146000857,0.04106592,2.602762575,0,0.932172981,36.24194391,0,0.23355579,0.037667245,0,0.645430467,0,0.041543735,0,0.08664839,0.06876156,0.039634506,0.068494254,0.043643547,2
"bin_244, Bacteria, Acidobacteriota, Acidobacteriae, Solibacterales, Solibacteraceae","bin_244","Bacteria","Acidobacteriota","Acidobacteriae","Solibacterales","Solibacteraceae","","",0,0,0.04309294,0.050528673,0.120108299,0.115223042,0.096766398,0.191111385,0.28850569,0.153449053,1.775880711,2.802441237,9.883615139,10.59596342,1.005938322,2.933394029,0.288431664,0.103934466,2.122366034,0,0.354220456,0.123399159,2.970948295,0.456747759,0.121848025,1.67028905,0.155728471,2
"bin_100, Bacteria, Proteobacteria, Gammaproteobacteria, Betaproteobacteriales, Gallionellaceae, Sideroxydans","bin_100","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Gallionellaceae","Sideroxydans","",0,0.055917929,0.0549657,0.319922531,0.445457308,0.123634771,0.405656613,0.126177929,0.309034328,0.128902429,0,0.03073086,9.371000398,0.133493349,1.074038146,11.62482531,0.217807524,0.682472231,1.103179571,0,1.626847844,0.593802611,0.99712434,0.319910973,0.873703481,6.414573492,0.699438492,2
"bin_295, Bacteria, Chloroflexota, Anaerolineae, Anaerolineales, UBA4823","bin_295","Bacteria","Chloroflexota","Anaerolineae","Anaerolineales","UBA4823","","",0.047781509,0.134780473,0,0,0,0.058566688,0.064768767,0.090850383,0.177848991,0.052304293,0.123768478,0,9.573146253,0.406449578,0.043643768,2.090632214,0.03728665,0,0.311721492,0,0.050423595,0,0.169343686,0.076576818,0.055878275,0.079195083,0.061316937,2
"bin_328, Bacteria, Proteobacteria, Gammaproteobacteria, Pseudomonadales, Moraxellaceae, Acinetobacter, indicus","bin_328","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter","indicus",0,0,0,0,0.068145718,0,0,0,0.069179416,0,0,0,0,0,0.054836024,0.169734855,0.036766451,0,0.034259201,0,43.36004182,0,0,0.039398132,24.97172687,6.483240945,0,2
"bin_273, Bacteria, Methylomirabilota, Methylomirabilia, Rokubacteriales, GWA2~73~35","bin_273","Bacteria","Methylomirabilota","Methylomirabilia","Rokubacteriales","GWA2~73~35","","",0,0,0,0.090133401,0.192192047,0.154004951,0.240565173,0.40662136,0.663132744,0.355934852,1.984536138,0.374383949,20.8867812,23.45866791,0.334505375,2.176745894,0.418388522,0.165080449,2.044430841,0,1.126033951,0.557444472,26.06956771,2.277872036,0.268001047,0.956827849,0.140231937,2
"bin_391, Bacteria, KSB1, UBA2214, UBA2214","bin_391","Bacteria","KSB1","UBA2214","UBA2214","","","",0,0,0,0,0.034806341,0,0.035568048,0.047455159,0.100564848,0.034585514,0.741320121,0,0.850064958,0.034672103,0.078676936,0.083846786,0,0,1.398100981,0,0.147044405,0.041197571,2.475217338,25.9813883,0.091610747,0.100561631,0,2
"bin_44, Bacteria, Patescibacteria, ABY1","bin_44","Bacteria","Patescibacteria","ABY1","","","","",4.849850069,44.56609989,0,0.05013609,0.100992089,0.077642312,0.471454171,0.159582855,0.378039286,0.175308586,0.041281447,0,0.8834062,0.16946046,0.055769099,0.399111259,0.808391496,0.07673887,0.071459528,0,0.127340091,0.119670462,0.203545276,0.082258224,0.142213663,0.326091485,0.184723419,2
"bin_319, Bacteria, Methylomirabilota, Methylomirabilia, Methylomirabilales, 2~02~FULL~66~22, 2~02~FULL~66~22","bin_319","Bacteria","Methylomirabilota","Methylomirabilia","Methylomirabilales","2~02~FULL~66~22","2~02~FULL~66~22","",0,0,0.043679734,0.039604866,0.055970663,0.100022771,0.124039429,0.308160047,0.400274977,0.287162911,1.167047977,0.053592835,2.348522209,32.05788814,0.033719089,0.330025738,0.106923411,0.074493855,0.608059611,0,0.181982693,0.096844829,0.545197779,0.414939723,0.466012428,0.188564048,0.0555131,2
"bin_350, Bacteria, Acidobacteriota, Aminicenantia, Aminicenantales, UBA4085","bin_350","Bacteria","Acidobacteriota","Aminicenantia","Aminicenantales","UBA4085","","",0,0,0,0,0,0,0,0.032267892,0.042017835,0,0,0,0,0,0,0,0.051590573,0,0.060582832,0,0,0,0.033069508,0,0.063497176,3.818464414,32.71012227,2
"bin_91, Archaea, Crenarchaeota, Nitrososphaeria, Nitrososphaerales, Nitrososphaeraceae, Nitrososphaera","bin_91","Archaea","Crenarchaeota","Nitrososphaeria","Nitrososphaerales","Nitrososphaeraceae","Nitrososphaera","",0,0,0,0,0,0,0,0.041700417,0.101235024,0.045066858,0,0,0.094809401,0,0,0.061651674,0.1600897,0,0.123232434,0,0.048904158,0,1.024608643,35.46036739,0.151282622,0.239703749,0,2
"bin_59, Bacteria, Patescibacteria, ABY1, XYB2~FULL~38~15, XYB2~FULL~38~15","bin_59","Bacteria","Patescibacteria","ABY1","XYB2~FULL~38~15","XYB2~FULL~38~15","","",0,0,0,0.041763522,0.069763964,0.060508381,0.185960062,0.073014094,0.325661041,0.076500547,2.086057955,0,0.523968154,67.76841049,0.030991909,0.472822424,0.579487906,0.087765165,2.071223323,0,0.067676729,0.033867512,0.081259648,0.074581743,0.305332193,0.202650229,0.031169436,2
"bin_317, Bacteria, Cyanobacteriota, Cyanobacteriia, Leptolyngbyales, Leptolyngbyaceae, JSC~12","bin_317","Bacteria","Cyanobacteriota","Cyanobacteriia","Leptolyngbyales","Leptolyngbyaceae","JSC~12","",0,0,0,0.267436791,0.447453661,11.61012489,0,0,0.050451562,0,0,0,0,0.071401527,0,0.035383171,0.054639163,0.07636123,0.135484661,0,0.071420805,0,0.28127145,0,0,0.0323936,0,2
"bin_357, Bacteria, Bacteroidota, Bacteroidia, Bacteroidales, GWA2~32~17","bin_357","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","GWA2~32~17","","",0,0,0.041159036,0,0.033700875,0,0,0,0.04368565,0,0,0,0,0,0,0,0,0,0,0,0.679066534,31.33286947,0,0,0,0,0,4
"bin_387, Bacteria, Cyanobacteriota, Cyanobacteriia, Cyanobacteriales, Phormidiaceae","bin_387","Bacteria","Cyanobacteriota","Cyanobacteriia","Cyanobacteriales","Phormidiaceae","","",0,0,0.061136214,0.059353599,0.114265511,0,0,0.041058613,0.033354379,0,0,0,0,0,0,0,0.05807197,0.043054392,0.044656498,0,0.052342698,0,0.115188481,0,0.244571766,0,0,4
"bin_329, Bacteria, Chloroflexota, Anaerolineae, SBR1031, AB, GCA~2794515","bin_329","Bacteria","Chloroflexota","Anaerolineae","SBR1031","AB","GCA~2794515","",0.890353359,0.532447329,0,0.074823699,0.219048755,0,0,0,0,0,0,0,0,0,0,0,0,0,0.038115493,0,0,0,0.523718487,0,0,0.044789132,0,4
"bin_340, Archaea, Thermoplasmatota, Thermoplasmata, Thermoplasmatales, Thermoplasmataceae, Ferroplasma","bin_340","Archaea","Thermoplasmatota","Thermoplasmata","Thermoplasmatales","Thermoplasmataceae","Ferroplasma","",0,0,0.239658716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"bin_61, Bacteria, Bacteroidota, Ignavibacteria, Ignavibacteriales, Ignavibacteriaceae, UBA1563","bin_61","Bacteria","Bacteroidota","Ignavibacteria","Ignavibacteriales","Ignavibacteriaceae","UBA1563","",0,0,0.062875797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.79516858,102.3170713,0,0,0,0.030212349,0,4
"bin_189, Bacteria, Bacteroidota, Bacteroidia, Bacteroidales, Lentimicrobiaceae","bin_189","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Lentimicrobiaceae","","",7.50169874,23.18455304,0,0.046359081,0.058140542,0,0,0,0.046433355,0,0,0,0,0,0,0,0,0,0,0,0.061240517,0.047264889,0.030138348,0,0,0.039381589,0,4
"bin_85, Bacteria, Dadabacteria","bin_85","Bacteria","Dadabacteria","","","","","",0,0,2.8277321,0,0,0,0,0,0.0445599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"bin_25, Archaea, Crenarchaeota, Thermoprotei, Sulfolobales, Sulfolobaceae, AZ1","bin_25","Archaea","Crenarchaeota","Thermoprotei","Sulfolobales","Sulfolobaceae","AZ1","",0,0,2.975434895,0,0,0,0,0,0,0,0,0,0,0,0,0,0.214762999,0,0,16.17823357,0,0,0,0,0,0.275709283,0,4
"bin_96, Bacteria, Fibrobacterota, Chitinivibrionia, Chitinivibrionales","bin_96","Bacteria","Fibrobacterota","Chitinivibrionia","Chitinivibrionales","","","",0,0,2.200665625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.036090427,0,0,0,0,0,0,4
"bin_225, Bacteria, Bdellovibrionota, Bacteriovoracia, Bacteriovoracales, Bacteriovoracaceae","bin_225","Bacteria","Bdellovibrionota","Bacteriovoracia","Bacteriovoracales","Bacteriovoracaceae","","",0,0,0.059600552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.388798577,39.40394114,0,0,0,0.094652776,0,4
"bin_122, Bacteria, Bacteroidota, Bacteroidia, Bacteroidales, Prolixibacteraceae, GWE2~42~39","bin_122","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prolixibacteraceae","GWE2~42~39","",0,0,1.835457369,0,0.041572705,0,0,0.034140121,0.077921329,0,0,0,0,0,0,0.045908659,0,0,0,0,0.428816282,1.053079164,0.0455586,0,0,0.040514355,0,4
"bin_305, Archaea, Nanoarchaeota","bin_305","Archaea","Nanoarchaeota","","","","","",11.72601716,43.28533975,0,0.045348844,0.086636784,0,0,0,0,0,0,0,0,0,0,0,0.035886563,0,0,0,0.058952823,0.040883779,0,0,0,0.042074946,0,4
"bin_206, Archaea, Micrarchaeota, Micrarchaeia, UBA8480, UBA8480","bin_206","Archaea","Micrarchaeota","Micrarchaeia","UBA8480","UBA8480","","",0,0,0.793590897,0,0,0,0.031647809,0,0.032008783,0,0,0,0,0,0,0,0,0,0,0,0.034018679,0,0.03610249,0,0,0.035251814,0,4
"bin_296, Archaea, Nanoarchaeota","bin_296","Archaea","Nanoarchaeota","","","","","",0,0,0.03231168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"bin_223, Bacteria, Firmicutes, Bacilli, Acholeplasmatales, Acholeplasmataceae, UBA2284","bin_223","Bacteria","Firmicutes","Bacilli","Acholeplasmatales","Acholeplasmataceae","UBA2284","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.388489986,27.44095279,0,0,0,0,0.037060013,0.048450326,0,0,0,0,0,4
"bin_232, Archaea, Crenarchaeota, Thermoprotei, Sulfolobales, Sulfolobaceae","bin_232","Archaea","Crenarchaeota","Thermoprotei","Sulfolobales","Sulfolobaceae","","",0,0,3.112772319,0,0,0,0,0,0,0,0,0,0,0,0,0,0.153238588,5.78511195,0,18.81013513,0,0.044801411,0.038128124,0,0,0.239540058,0,4
"bin_144, Bacteria, Bacteroidota, Bacteroidia, Bacteroidales, vadinHA17","bin_144","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","vadinHA17","","",0,0,0.537158646,0,0,0,0,0.066490051,0.08651533,0,0,0,0,0,0,0,0,0,0,0,0.046917925,0.036113501,0,0,0,0,0.032886646,4
"bin_146, Bacteria, Proteobacteria, Gammaproteobacteria, Thiomicrospirales, GCA~002282575, GCA~002282575","bin_146","Bacteria","Proteobacteria","Gammaproteobacteria","Thiomicrospirales","GCA~002282575","GCA~002282575","",27.05424288,8.01247519,0,1.301443299,1.923358808,0,0.07565018,0,0,0,0,0,0,0,0,0,0,0,0,0,0.115265828,0,0,0,0,0.049918066,0,4
"bin_287, Bacteria, Bacteroidota, Bacteroidia, Flavobacteriales","bin_287","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","","","",0,0,0,0.184504847,0.263820047,0.077411331,0.100775153,0.059134172,0.037285577,0,0,0,0,0,0,0,1.018845053,0.521831541,0.052882013,0,0.113968131,0,3.127376484,0,0,0.109265177,0,3
"bin_16, Bacteria, Proteobacteria, Gammaproteobacteria, Betaproteobacteriales, Burkholderiaceae, GJ~E10","bin_16","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","GJ~E10","",0.101595461,0.816219915,0.033020693,0.38241966,0.609538114,0.691865322,0.697286773,0.343905195,0.435488154,0.264328392,0.056786275,0.035072638,0.978107896,1.132162023,0.144352485,0.192239655,0.189774473,0.154573776,2.894484155,0,1.369493898,0.362432235,1.577119435,0.441011378,0.207425047,2.045884659,0.365797273,3
"bin_326, Bacteria, Proteobacteria, Alphaproteobacteria, Sphingomonadales, Sphingomonadaceae, Sphingomonas","bin_326","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas","",0,0.070489695,0.037367193,1.016805312,1.944258432,0.242636634,0.184009733,0.596496518,1.080383109,0.25666228,0,0,0.057746795,0.032230159,0.556109485,0.83680845,1.156131391,0.309587369,0.919421203,0.038558344,2.380492273,0.588379805,1.867019756,0.291389086,78.56934223,1.238303211,0.06526156,3
"bin_358, Bacteria, Proteobacteria, Gammaproteobacteria, Betaproteobacteriales, Burkholderiaceae, Aquabacterium","bin_358","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Aquabacterium","",0,0,0,1.735616762,2.3485491,0.100996562,0.190731619,0.102389542,0.258561113,0.080905166,0,0,0.03052406,0,0.197279077,197.0759318,9.783238205,0.079697276,0.446642091,0,1.851068428,0.340382367,0.415043965,0.116968901,1.209870367,1.193358684,0.144365782,3
"bin_198, Bacteria, Proteobacteria, Gammaproteobacteria, Betaproteobacteriales, Hydrogenophilaceae","bin_198","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Hydrogenophilaceae","","",0.101762032,0.513908143,0,0.590665491,0.84412816,0.302511971,0.986639285,0.204855624,0.354882216,0.409974347,0.056548731,0.043649633,0.18507164,0.699069225,0.16025605,0.308671424,0.305653599,0.294919766,1.406238117,0,0.886470573,0.231343764,1.42414962,0.345283434,0.279057805,1.252582307,0.251342043,3
"bin_87, Bacteria, Proteobacteria, Gammaproteobacteria, Betaproteobacteriales, Hydrogenophilaceae, UBA3361","bin_87","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Hydrogenophilaceae","UBA3361","",0,0.037602604,0,0.334488546,0.421327473,0.12942395,0.49386174,0.108329799,0.181513021,0.190678149,0,0,0.030932049,0.043075736,0.07420205,0.129672704,0.113570608,0.064404639,0.485360994,0,0.642021368,0.148515532,0.523638074,0.143764049,1.400341251,0.500964198,0.102804172,3
"bin_283, Bacteria, Bacteroidota, Bacteroidia, Chitinophagales, Chitinophagaceae","bin_283","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","","",0,0,0,0.038525006,0.068237778,0,0,0,0.031357331,0,0,0,0,0,0,0,0.034510035,0,0.057981485,0,0.266291835,0.044810296,0.143903029,0,0.032953026,0.051887069,0,3
"bin_265, Bacteria, Proteobacteria, Gammaproteobacteria, Betaproteobacteriales, Burkholderiaceae, Rubrivivax","bin_265","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Rubrivivax","",0,0.081470789,4.635994093,1.614662903,3.018890342,0.672394309,0.757032271,0.490720088,0.668976241,0.368561467,0,0,0.079853513,0.076748247,0.313868068,0.409620875,0.307851725,0.348414032,1.855360906,0,4.837051857,1.023791817,1.51559208,0.377709662,0.383686718,2.21610404,0.350419521,3
"bin_205, Bacteria, Proteobacteria, Alphaproteobacteria, Acetobacterales, Acetobacteraceae, 70~18","bin_205","Bacteria","Proteobacteria","Alphaproteobacteria","Acetobacterales","Acetobacteraceae","70~18","",0,0.036828604,0.137548669,0.549005629,1.031474759,0.3552906,0.220460806,0.271892174,0.492563771,0.166346297,0,0,0.077769291,0.034517392,0.234395714,0.193108224,0.218715201,0.151563458,0.905334434,0,1.17550048,0.263642341,1.518236509,0.415077444,0.242882625,0.92099646,0.102143196,3
"bin_46, Bacteria, Planctomycetota, Planctomycetes, Pirellulales, Pirellulaceae, Pirellula","bin_46","Bacteria","Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae","Pirellula","",0,0,0,2.08059672,4.314436839,15.2268203,0,0.031597866,0.053784684,0,0,0,0,0,0,0.032586245,0.031141259,0,0.102349002,0,0.136927025,0,0.082956217,0,0,0.056148298,0,3
"bin_269, Bacteria, Acidobacteriota, Acidobacteriae, Acidobacteriales, Koribacteraceae","bin_269","Bacteria","Acidobacteriota","Acidobacteriae","Acidobacteriales","Koribacteraceae","","",0,0,5.518638095,0,0.030888771,0,0.04208521,0.063321504,0.090326386,0.034784441,0,0,0,0.030193061,0,0,0.032469511,0,0.206322794,0,0.202311019,0.102315367,0.287927393,0.117111695,0.038112951,0.100827988,0,3
"bin_80, Bacteria, MBNT15, MBNT15, MBNT15, MBNT15, CG2~30~66~27","bin_80","Bacteria","MBNT15","MBNT15","MBNT15","MBNT15","CG2~30~66~27","",0,0,0,0,0,0,0.042579457,0.145133441,0.148013561,0.062979756,0,0,0.064608361,0.078526426,0,0.041760035,0.04882457,0,0.324988818,0,9.156635608,50.99867324,0.198617268,0.13098134,0.498166581,0.137261224,0,3
